name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.305001974105835
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.305001974105835
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.305001974105835
Nathan Aké,Man City,DEF,5.0,95,3.7,3.305001974105835
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.305001974105835
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.305001974105835
Son Heung-min,Spurs,MID,9.9,195,6.3,3.305001974105835
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.305001974105835
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.305001974105835
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.305001974105835
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.305001974105835
