name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,33.81474947929382
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.81474947929382
William Saliba,Arsenal,DEF,5.9,153,4.2,33.81474947929382
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.81474947929382
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.81474947929382
Son Heung-min,Spurs,MID,9.9,202,6.3,33.81474947929382
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.81474947929382
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.81474947929382
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.81474947929382
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.81474947929382
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,33.81474947929382
