name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,33.255887031555176
Joško Gvardiol,Man City,DEF,5.1,94,3.8,33.255887031555176
Kyle Walker,Man City,DEF,5.4,108,3.7,33.255887031555176
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.255887031555176
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.255887031555176
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.255887031555176
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.255887031555176
Son Heung-min,Spurs,MID,9.9,202,6.3,33.255887031555176
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.255887031555176
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,33.255887031555176
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,33.255887031555176
