name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,33.6129891872406
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.6129891872406
Nathan Aké,Man City,DEF,5.0,97,3.6,33.6129891872406
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.6129891872406
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.6129891872406
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.6129891872406
Phil Foden,Man City,MID,8.4,204,6.4,33.6129891872406
Son Heung-min,Spurs,MID,9.9,202,6.3,33.6129891872406
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.6129891872406
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,33.6129891872406
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,33.6129891872406
