name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.42790198326111
William Saliba,Arsenal,DEF,5.9,153,4.2,33.42790198326111
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.42790198326111
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.42790198326111
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.42790198326111
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.42790198326111
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.42790198326111
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.42790198326111
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.42790198326111
Erling Haaland,Man City,FWD,14.2,200,7.1,33.42790198326111
Carlton Morris,Luton,FWD,4.7,140,3.9,33.42790198326111
