name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.27730321884155
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.27730321884155
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,33.27730321884155
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.27730321884155
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.27730321884155
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.27730321884155
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.27730321884155
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.27730321884155
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.27730321884155
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.27730321884155
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,33.27730321884155
