name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.562790393829346
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.562790393829346
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.562790393829346
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.562790393829346
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.562790393829346
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.562790393829346
Son Heung-min,Spurs,MID,9.9,202,6.3,33.562790393829346
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.562790393829346
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.562790393829346
Erling Haaland,Man City,FWD,14.2,200,7.1,33.562790393829346
Alexander Isak,Newcastle,FWD,8.4,154,5.7,33.562790393829346
