name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,33.00502347946167
Benjamin White,Arsenal,DEF,6.1,174,5.0,33.00502347946167
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.00502347946167
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.00502347946167
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,33.00502347946167
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.00502347946167
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.00502347946167
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.00502347946167
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.00502347946167
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.00502347946167
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.00502347946167
