name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.84507966041565
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.84507966041565
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.84507966041565
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.84507966041565
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.84507966041565
Phil Foden,Man City,MID,8.4,204,6.4,33.84507966041565
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.84507966041565
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.84507966041565
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,33.84507966041565
Erling Haaland,Man City,FWD,14.2,200,7.1,33.84507966041565
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.84507966041565
