name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.60598158836365
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.60598158836365
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,33.60598158836365
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.60598158836365
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.60598158836365
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.60598158836365
Son Heung-min,Spurs,MID,9.9,202,6.3,33.60598158836365
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.60598158836365
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.60598158836365
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.60598158836365
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,33.60598158836365
