name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.37330913543701
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.37330913543701
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.37330913543701
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.37330913543701
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.37330913543701
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.37330913543701
Son Heung-min,Spurs,MID,9.9,202,6.3,33.37330913543701
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.37330913543701
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.37330913543701
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.37330913543701
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,33.37330913543701
