name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,32.68625259399414
Benjamin White,Arsenal,DEF,6.1,174,5.0,32.68625259399414
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,32.68625259399414
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,32.68625259399414
Pedro Porro,Spurs,DEF,5.8,112,3.5,32.68625259399414
Son Heung-min,Spurs,MID,9.9,202,6.3,32.68625259399414
Michael Olise,Crystal Palace,MID,5.6,107,6.3,32.68625259399414
Kevin De Bruyne,Man City,MID,10.5,84,5.6,32.68625259399414
Jarrod Bowen,West Ham,MID,7.6,180,5.5,32.68625259399414
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,32.68625259399414
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,32.68625259399414
