name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.4417040348053
Kyle Walker,Man City,DEF,5.4,108,3.7,33.4417040348053
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.4417040348053
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.4417040348053
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.4417040348053
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.4417040348053
Son Heung-min,Spurs,MID,9.9,202,6.3,33.4417040348053
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.4417040348053
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.4417040348053
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.4417040348053
Carlton Morris,Luton,FWD,4.7,140,3.9,33.4417040348053
