name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,32.76127243041992
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,32.76127243041992
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,32.76127243041992
Pedro Porro,Spurs,DEF,5.8,112,3.5,32.76127243041992
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,32.76127243041992
Mohamed Salah,Liverpool,MID,13.4,203,6.8,32.76127243041992
Michael Olise,Crystal Palace,MID,5.6,107,6.3,32.76127243041992
Anthony Gordon,Newcastle,MID,6.4,175,5.3,32.76127243041992
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,32.76127243041992
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,32.76127243041992
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,32.76127243041992
