name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.17905354499817
Joško Gvardiol,Man City,DEF,5.1,94,3.8,33.17905354499817
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.17905354499817
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.17905354499817
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.17905354499817
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.17905354499817
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.17905354499817
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.17905354499817
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.17905354499817
Erling Haaland,Man City,FWD,14.2,200,7.1,33.17905354499817
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.17905354499817
