name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.498072385787964
Benjamin White,Arsenal,DEF,6.1,174,5.0,33.498072385787964
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.498072385787964
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.498072385787964
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,33.498072385787964
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.498072385787964
Son Heung-min,Spurs,MID,9.9,202,6.3,33.498072385787964
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.498072385787964
Kai Havertz,Arsenal,MID,7.5,168,4.8,33.498072385787964
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.498072385787964
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,33.498072385787964
