name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.28691387176514
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.28691387176514
William Saliba,Arsenal,DEF,5.9,153,4.2,33.28691387176514
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.28691387176514
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.28691387176514
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.28691387176514
Phil Foden,Man City,MID,8.4,204,6.4,33.28691387176514
Son Heung-min,Spurs,MID,9.9,202,6.3,33.28691387176514
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.28691387176514
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,33.28691387176514
Carlton Morris,Luton,FWD,4.7,140,3.9,33.28691387176514
