name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,45.42954182624817
Benjamin White,Arsenal,DEF,6.1,174,5.0,45.42954182624817
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,45.42954182624817
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,45.42954182624817
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,45.42954182624817
Cole Palmer,Chelsea,MID,6.2,223,7.2,45.42954182624817
Bukayo Saka,Arsenal,MID,9.0,224,6.6,45.42954182624817
Michael Olise,Crystal Palace,MID,5.6,107,6.3,45.42954182624817
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,45.42954182624817
Erling Haaland,Man City,FWD,14.2,200,7.1,45.42954182624817
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,45.42954182624817
