name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.61769962310791
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.61769962310791
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,33.61769962310791
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.61769962310791
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.61769962310791
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.61769962310791
Son Heung-min,Spurs,MID,9.9,202,6.3,33.61769962310791
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.61769962310791
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.61769962310791
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.61769962310791
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,33.61769962310791
