name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.50456643104553
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.50456643104553
William Saliba,Arsenal,DEF,5.9,153,4.2,33.50456643104553
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.50456643104553
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.50456643104553
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.50456643104553
Son Heung-min,Spurs,MID,9.9,202,6.3,33.50456643104553
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.50456643104553
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.50456643104553
Erling Haaland,Man City,FWD,14.2,200,7.1,33.50456643104553
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,33.50456643104553
