name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,33.44784593582153
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.44784593582153
Kyle Walker,Man City,DEF,5.4,108,3.7,33.44784593582153
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.44784593582153
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.44784593582153
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.44784593582153
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.44784593582153
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.44784593582153
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.44784593582153
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.44784593582153
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,33.44784593582153
