name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,31.832410097122192
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,31.832410097122192
Joško Gvardiol,Man City,DEF,5.1,94,3.8,31.832410097122192
Kyle Walker,Man City,DEF,5.4,108,3.7,31.832410097122192
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,31.832410097122192
Cole Palmer,Chelsea,MID,6.2,223,7.2,31.832410097122192
Mohamed Salah,Liverpool,MID,13.4,203,6.8,31.832410097122192
Son Heung-min,Spurs,MID,9.9,202,6.3,31.832410097122192
Jarrod Bowen,West Ham,MID,7.6,180,5.5,31.832410097122192
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,31.832410097122192
Alexander Isak,Newcastle,FWD,8.4,154,5.7,31.832410097122192
