name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.3001127243042
Benjamin White,Arsenal,DEF,6.1,174,5.0,33.3001127243042
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.3001127243042
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.3001127243042
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.3001127243042
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.3001127243042
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.3001127243042
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.3001127243042
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.3001127243042
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.3001127243042
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,33.3001127243042
