name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,33.382065534591675
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.382065534591675
Joško Gvardiol,Man City,DEF,5.1,94,3.8,33.382065534591675
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,33.382065534591675
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.382065534591675
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.382065534591675
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.382065534591675
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.382065534591675
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.382065534591675
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.382065534591675
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,33.382065534591675
