name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,33.60215425491333
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.60215425491333
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,33.60215425491333
Nathan Aké,Man City,DEF,5.0,97,3.6,33.60215425491333
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.60215425491333
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.60215425491333
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.60215425491333
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.60215425491333
Son Heung-min,Spurs,MID,9.9,202,6.3,33.60215425491333
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.60215425491333
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,33.60215425491333
