name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.019747495651245
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,33.019747495651245
Manuel Akanji,Man City,DEF,5.0,98,3.6,33.019747495651245
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.019747495651245
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.019747495651245
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.019747495651245
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.019747495651245
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.019747495651245
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,33.019747495651245
Erling Haaland,Man City,FWD,14.2,200,7.1,33.019747495651245
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.019747495651245
