name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,33.47296404838562
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.47296404838562
William Saliba,Arsenal,DEF,5.9,153,4.2,33.47296404838562
Joško Gvardiol,Man City,DEF,5.1,94,3.8,33.47296404838562
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.47296404838562
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.47296404838562
Son Heung-min,Spurs,MID,9.9,202,6.3,33.47296404838562
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.47296404838562
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.47296404838562
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,33.47296404838562
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,33.47296404838562
