name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.26289963722229
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.26289963722229
William Saliba,Arsenal,DEF,5.9,153,4.2,33.26289963722229
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,33.26289963722229
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,33.26289963722229
Bukayo Saka,Arsenal,MID,9.0,224,6.6,33.26289963722229
Son Heung-min,Spurs,MID,9.9,202,6.3,33.26289963722229
Michael Olise,Crystal Palace,MID,5.6,107,6.3,33.26289963722229
Jarrod Bowen,West Ham,MID,7.6,180,5.5,33.26289963722229
Alexander Isak,Newcastle,FWD,8.4,154,5.7,33.26289963722229
Julián Álvarez,Man City,FWD,6.4,152,4.5,33.26289963722229
