name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,33.646865367889404
Benjamin White,Arsenal,DEF,6.1,174,5.0,33.646865367889404
William Saliba,Arsenal,DEF,5.9,153,4.2,33.646865367889404
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,33.646865367889404
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.646865367889404
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.646865367889404
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.646865367889404
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.646865367889404
Anthony Gordon,Newcastle,MID,6.4,175,5.3,33.646865367889404
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,33.646865367889404
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,33.646865367889404
