name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,33.59266710281372
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,33.59266710281372
William Saliba,Arsenal,DEF,5.9,153,4.2,33.59266710281372
Joško Gvardiol,Man City,DEF,5.1,94,3.8,33.59266710281372
Pedro Porro,Spurs,DEF,5.8,112,3.5,33.59266710281372
Cole Palmer,Chelsea,MID,6.2,223,7.2,33.59266710281372
Mohamed Salah,Liverpool,MID,13.4,203,6.8,33.59266710281372
Kevin De Bruyne,Man City,MID,10.5,84,5.6,33.59266710281372
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,33.59266710281372
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,33.59266710281372
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,33.59266710281372
