name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3332536220550537
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3332536220550537
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3332536220550537
Manuel Akanji,Man City,DEF,5.0,98,3.6,0.3332536220550537
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3332536220550537
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.3332536220550537
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.3332536220550537
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3332536220550537
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3332536220550537
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.3332536220550537
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,0.3332536220550537
