name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.34600114822387695
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.34600114822387695
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.34600114822387695
Kyle Walker,Man City,DEF,5.4,108,3.7,0.34600114822387695
Nathan Aké,Man City,DEF,5.0,97,3.6,0.34600114822387695
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.34600114822387695
Son Heung-min,Spurs,MID,9.9,202,6.3,0.34600114822387695
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.34600114822387695
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,0.34600114822387695
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.34600114822387695
Taiwo Awoniyi,Nott'm Forest,FWD,6.3,65,3.6,0.34600114822387695
