name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,0.349029541015625
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.349029541015625
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.349029541015625
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.349029541015625
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,0.349029541015625
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.349029541015625
Kevin De Bruyne,Man City,MID,10.5,84,5.6,0.349029541015625
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.349029541015625
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.349029541015625
Julián Álvarez,Man City,FWD,6.4,152,4.5,0.349029541015625
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,0.349029541015625
