name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,0.3371279239654541
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.3371279239654541
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3371279239654541
Kyle Walker,Man City,DEF,5.4,108,3.7,0.3371279239654541
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.3371279239654541
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.3371279239654541
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3371279239654541
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3371279239654541
Kai Havertz,Arsenal,MID,7.5,168,4.8,0.3371279239654541
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.3371279239654541
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,0.3371279239654541
