name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,0.3403890132904053
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.3403890132904053
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3403890132904053
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.3403890132904053
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,0.3403890132904053
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3403890132904053
Phil Foden,Man City,MID,8.4,204,6.4,0.3403890132904053
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,0.3403890132904053
Kai Havertz,Arsenal,MID,7.5,168,4.8,0.3403890132904053
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,0.3403890132904053
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,0.3403890132904053
