name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.34545302391052246
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.34545302391052246
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.34545302391052246
Nathan Aké,Man City,DEF,5.0,97,3.6,0.34545302391052246
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,0.34545302391052246
Son Heung-min,Spurs,MID,9.9,202,6.3,0.34545302391052246
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.34545302391052246
Kai Havertz,Arsenal,MID,7.5,168,4.8,0.34545302391052246
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,0.34545302391052246
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,0.34545302391052246
Darwin Núñez Ribeiro,Liverpool,FWD,7.5,130,3.8,0.34545302391052246
