name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,0.34029650688171387
William Saliba,Arsenal,DEF,5.9,153,4.2,0.34029650688171387
Kyle Walker,Man City,DEF,5.4,108,3.7,0.34029650688171387
Manuel Akanji,Man City,DEF,5.0,98,3.6,0.34029650688171387
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,0.34029650688171387
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.34029650688171387
Son Heung-min,Spurs,MID,9.9,202,6.3,0.34029650688171387
Kevin De Bruyne,Man City,MID,10.5,84,5.6,0.34029650688171387
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.34029650688171387
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,0.34029650688171387
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,0.34029650688171387
