name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3717837333679199
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3717837333679199
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.3717837333679199
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,0.3717837333679199
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,0.3717837333679199
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3717837333679199
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.3717837333679199
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3717837333679199
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3717837333679199
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.3717837333679199
Carlton Morris,Luton,FWD,4.7,140,3.9,0.3717837333679199
