name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3493082523345947
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3493082523345947
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.3493082523345947
Manuel Akanji,Man City,DEF,5.0,98,3.6,0.3493082523345947
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3493082523345947
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3493082523345947
Phil Foden,Man City,MID,8.4,204,6.4,0.3493082523345947
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3493082523345947
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3493082523345947
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,0.3493082523345947
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,0.3493082523345947
