name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,0.34816908836364746
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.34816908836364746
Manuel Akanji,Man City,DEF,5.0,98,3.6,0.34816908836364746
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.34816908836364746
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,0.34816908836364746
Son Heung-min,Spurs,MID,9.9,202,6.3,0.34816908836364746
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.34816908836364746
Kevin De Bruyne,Man City,MID,10.5,84,5.6,0.34816908836364746
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,0.34816908836364746
Alexander Isak,Newcastle,FWD,8.4,154,5.7,0.34816908836364746
Julián Álvarez,Man City,FWD,6.4,152,4.5,0.34816908836364746
