name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,0.3385894298553467
William Saliba,Arsenal,DEF,5.9,153,4.2,0.3385894298553467
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.3385894298553467
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3385894298553467
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,0.3385894298553467
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3385894298553467
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3385894298553467
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3385894298553467
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3385894298553467
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.3385894298553467
Carlton Morris,Luton,FWD,4.7,140,3.9,0.3385894298553467
