name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.344423770904541
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.344423770904541
William Saliba,Arsenal,DEF,5.9,153,4.2,0.344423770904541
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.344423770904541
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,0.344423770904541
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.344423770904541
Phil Foden,Man City,MID,8.4,204,6.4,0.344423770904541
Son Heung-min,Spurs,MID,9.9,202,6.3,0.344423770904541
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.344423770904541
Alexander Isak,Newcastle,FWD,8.4,154,5.7,0.344423770904541
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,0.344423770904541
