name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,0.3507559299468994
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3507559299468994
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.3507559299468994
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,0.3507559299468994
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,0.3507559299468994
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3507559299468994
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.3507559299468994
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3507559299468994
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,0.3507559299468994
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,0.3507559299468994
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,0.3507559299468994
