name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3498046398162842
William Saliba,Arsenal,DEF,5.9,153,4.2,0.3498046398162842
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3498046398162842
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3498046398162842
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,0.3498046398162842
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.3498046398162842
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.3498046398162842
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3498046398162842
Anthony Gordon,Newcastle,MID,6.4,175,5.3,0.3498046398162842
Erling Haaland,Man City,FWD,14.2,200,7.1,0.3498046398162842
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,0.3498046398162842
