name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,0.33561158180236816
William Saliba,Arsenal,DEF,5.9,153,4.2,0.33561158180236816
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.33561158180236816
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.33561158180236816
Kyle Walker,Man City,DEF,5.4,108,3.7,0.33561158180236816
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.33561158180236816
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.33561158180236816
Son Heung-min,Spurs,MID,9.9,202,6.3,0.33561158180236816
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,0.33561158180236816
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,0.33561158180236816
Carlton Morris,Luton,FWD,4.7,140,3.9,0.33561158180236816
