name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,0.363250732421875
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.363250732421875
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.363250732421875
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.363250732421875
Nathan Aké,Man City,DEF,5.0,97,3.6,0.363250732421875
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.363250732421875
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.363250732421875
Son Heung-min,Spurs,MID,9.9,202,6.3,0.363250732421875
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,0.363250732421875
Erling Haaland,Man City,FWD,14.2,200,7.1,0.363250732421875
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,0.363250732421875
