name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3379197120666504
William Saliba,Arsenal,DEF,5.9,153,4.2,0.3379197120666504
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3379197120666504
Kyle Walker,Man City,DEF,5.4,108,3.7,0.3379197120666504
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3379197120666504
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.3379197120666504
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3379197120666504
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3379197120666504
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,0.3379197120666504
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,0.3379197120666504
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,0.3379197120666504
