name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3325514793395996
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3325514793395996
William Saliba,Arsenal,DEF,5.9,153,4.2,0.3325514793395996
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.3325514793395996
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,0.3325514793395996
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3325514793395996
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3325514793395996
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.3325514793395996
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,0.3325514793395996
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,0.3325514793395996
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,0.3325514793395996
