name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,0.3356161117553711
Benjamin White,Arsenal,DEF,6.1,174,5.0,0.3356161117553711
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.3356161117553711
William Saliba,Arsenal,DEF,5.9,153,4.2,0.3356161117553711
Manuel Akanji,Man City,DEF,5.0,98,3.6,0.3356161117553711
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.3356161117553711
Mohamed Salah,Liverpool,MID,13.4,203,6.8,0.3356161117553711
Son Heung-min,Spurs,MID,9.9,202,6.3,0.3356161117553711
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,0.3356161117553711
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,0.3356161117553711
Carlton Morris,Luton,FWD,4.7,140,3.9,0.3356161117553711
