name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.34694528579711914
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,0.34694528579711914
Kyle Walker,Man City,DEF,5.4,108,3.7,0.34694528579711914
Nathan Aké,Man City,DEF,5.0,97,3.6,0.34694528579711914
Pedro Porro,Spurs,DEF,5.8,112,3.5,0.34694528579711914
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.34694528579711914
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.34694528579711914
Kevin De Bruyne,Man City,MID,10.5,84,5.6,0.34694528579711914
Jarrod Bowen,West Ham,MID,7.6,180,5.5,0.34694528579711914
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,0.34694528579711914
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,0.34694528579711914
