name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,0.3408796787261963
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,0.3408796787261963
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.3408796787261963
Joško Gvardiol,Man City,DEF,5.1,94,3.8,0.3408796787261963
Nathan Aké,Man City,DEF,5.0,97,3.6,0.3408796787261963
Cole Palmer,Chelsea,MID,6.2,223,7.2,0.3408796787261963
Bukayo Saka,Arsenal,MID,9.0,224,6.6,0.3408796787261963
Michael Olise,Crystal Palace,MID,5.6,107,6.3,0.3408796787261963
Kai Havertz,Arsenal,MID,7.5,168,4.8,0.3408796787261963
Erling Haaland,Man City,FWD,14.2,200,7.1,0.3408796787261963
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,0.3408796787261963
