name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.172121524810791
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.172121524810791
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.172121524810791
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.172121524810791
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.172121524810791
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.172121524810791
Son Heung-min,Spurs,MID,9.9,186,6.4,3.172121524810791
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.172121524810791
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.172121524810791
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.172121524810791
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,3.172121524810791
