name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,2.998793363571167
Fabian Schär,Newcastle,DEF,5.7,121,3.7,2.998793363571167
Nathan Aké,Man City,DEF,5.0,89,3.6,2.998793363571167
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,2.998793363571167
Kyle Walker,Man City,DEF,5.3,98,3.6,2.998793363571167
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.998793363571167
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.998793363571167
Son Heung-min,Spurs,MID,9.9,186,6.4,2.998793363571167
Bukayo Saka,Arsenal,MID,9.0,202,6.3,2.998793363571167
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,2.998793363571167
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,2.998793363571167
