name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.0211429595947266
William Saliba,Arsenal,DEF,5.9,146,4.3,3.0211429595947266
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.0211429595947266
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.0211429595947266
Rico Lewis,Man City,DEF,4.2,51,3.4,3.0211429595947266
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.0211429595947266
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.0211429595947266
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.0211429595947266
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,3.0211429595947266
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.0211429595947266
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.0211429595947266
