name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.118927478790283
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.118927478790283
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.118927478790283
Rico Lewis,Man City,DEF,4.2,51,3.4,3.118927478790283
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.118927478790283
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.118927478790283
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.118927478790283
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.118927478790283
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.118927478790283
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.118927478790283
David Datro Fofana,Burnley,FWD,5.0,47,3.9,3.118927478790283
