name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,2.9993467330932617
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,2.9993467330932617
William Saliba,Arsenal,DEF,5.9,146,4.3,2.9993467330932617
Kyle Walker,Man City,DEF,5.3,98,3.6,2.9993467330932617
Manuel Akanji,Man City,DEF,5.0,88,3.5,2.9993467330932617
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.9993467330932617
Phil Foden,Man City,MID,8.3,199,6.4,2.9993467330932617
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.9993467330932617
Anthony Gordon,Newcastle,MID,6.2,159,5.1,2.9993467330932617
Alexander Isak,Newcastle,FWD,8.2,134,5.4,2.9993467330932617
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,2.9993467330932617
