name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.1787476539611816
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.1787476539611816
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.1787476539611816
John Stones,Man City,DEF,5.3,52,3.5,3.1787476539611816
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.1787476539611816
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.1787476539611816
Phil Foden,Man City,MID,8.3,199,6.4,3.1787476539611816
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.1787476539611816
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.1787476539611816
Julián Álvarez,Man City,FWD,6.4,145,4.5,3.1787476539611816
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.1787476539611816
