name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.002485513687134
William Saliba,Arsenal,DEF,5.9,146,4.3,3.002485513687134
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.002485513687134
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.002485513687134
John Stones,Man City,DEF,5.3,52,3.5,3.002485513687134
Son Heung-min,Spurs,MID,9.9,186,6.4,3.002485513687134
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.002485513687134
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.002485513687134
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.002485513687134
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.002485513687134
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.002485513687134
