name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.0022082328796387
William Saliba,Arsenal,DEF,5.9,146,4.3,3.0022082328796387
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.0022082328796387
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.0022082328796387
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.0022082328796387
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.0022082328796387
Son Heung-min,Spurs,MID,9.9,186,6.4,3.0022082328796387
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.0022082328796387
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.0022082328796387
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.0022082328796387
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.0022082328796387
