name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.1957311630249023
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.1957311630249023
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.1957311630249023
Nathan Aké,Man City,DEF,5.0,89,3.6,3.1957311630249023
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.1957311630249023
Son Heung-min,Spurs,MID,9.9,186,6.4,3.1957311630249023
Phil Foden,Man City,MID,8.3,199,6.4,3.1957311630249023
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.1957311630249023
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.1957311630249023
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.1957311630249023
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.1957311630249023
