name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.011636734008789
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.011636734008789
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.011636734008789
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.011636734008789
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.011636734008789
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.011636734008789
Son Heung-min,Spurs,MID,9.9,186,6.4,3.011636734008789
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.011636734008789
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.011636734008789
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.011636734008789
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.011636734008789
