name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,2.9892547130584717
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,2.9892547130584717
William Saliba,Arsenal,DEF,5.9,146,4.3,2.9892547130584717
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,2.9892547130584717
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,2.9892547130584717
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.9892547130584717
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.9892547130584717
Bukayo Saka,Arsenal,MID,9.0,202,6.3,2.9892547130584717
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.9892547130584717
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,2.9892547130584717
Rasmus Højlund,Man Utd,FWD,7.0,93,3.7,2.9892547130584717
