name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,2.9977638721466064
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.9977638721466064
Fabian Schär,Newcastle,DEF,5.7,121,3.7,2.9977638721466064
Kyle Walker,Man City,DEF,5.3,98,3.6,2.9977638721466064
Cristian Romero,Spurs,DEF,5.1,91,3.4,2.9977638721466064
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.9977638721466064
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.9977638721466064
Bukayo Saka,Arsenal,MID,9.0,202,6.3,2.9977638721466064
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.9977638721466064
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,2.9977638721466064
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,2.9977638721466064
