name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.0066416263580322
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.0066416263580322
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.0066416263580322
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.0066416263580322
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.0066416263580322
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.0066416263580322
Son Heung-min,Spurs,MID,9.9,186,6.4,3.0066416263580322
Phil Foden,Man City,MID,8.3,199,6.4,3.0066416263580322
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.0066416263580322
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.0066416263580322
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,3.0066416263580322
